Area Code,Area,Item Code,Item,Element Code,Element,cat,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
10,Australia,2901,Grand Total,664,Food supply (kcal/capita/day),0,kcal/capita/day,3410,3390,3437,3429,3413,3401,3428,3404,3394,3417
10,Australia,2901,Grand Total,674,Protein supply quantity (g/capita/day),0,g/capita/day,110.87,110.66,110.1,109.4,107.83,108.23,108.97,106.74,107.51,107.94
10,Australia,2901,Grand Total,684,Fat supply quantity (g/capita/day),1,g/capita/day,151.27,155.21,156.43,152.66,158.2,159.48,160.69,158.98,160.48,159.73
10,Australia,2903,Vegetal Products,664,Food supply (kcal/capita/day),0,kcal/capita/day,2363,2327,2368,2373,2345,2301,2304,2320,2295,2318
10,Australia,2903,Vegetal Products,674,Protein supply quantity (g/capita/day),1,g/capita/day,36.81,34.82,35.3,35.56,34.59,34.22,34.38,34.91,35.24,35.03
10,Australia,2903,Vegetal Products,684,Fat supply quantity (g/capita/day),0,g/capita/day,78.17,81.29,81.71,78.45,81.96,80.3,78.95,80.51,80.77,80.67
10,Australia,2941,Animal Products,664,Food supply (kcal/capita/day),0,kcal/capita/day,1048,1063,1069,1056,1068,1100,1124,1084,1099,1099
10,Australia,2941,Animal Products,674,Protein supply quantity (g/capita/day),1,g/capita/day,74.07,75.84,74.8,73.84,73.24,74,74.6,71.83,72.28,72.91
10,Australia,2941,Animal Products,684,Fat supply quantity (g/capita/day),1,g/capita/day,73.11,73.93,74.72,74.21,76.24,79.18,81.74,78.46,79.71,79.07
10,Australia,2905,Cereals - Excluding Beer,5511,Production,,1000 tonnes,33495,40003,43403,35621,38448,37225,35260,50079,33892,29272
10,Australia,2905,Cereals - Excluding Beer,5611,Import Quantity,,1000 tonnes,518,489,461,550,618,644,656,593,621,1249
10,Australia,2905,Cereals - Excluding Beer,5072,Stock Variation,,1000 tonnes,-1216,3489,-864,-1370,99,573,-1025,3234,-1532,19
10,Australia,2905,Cereals - Excluding Beer,5911,Export Quantity,,1000 tonnes,21707,24673,32233,26178,26828,25620,24246,32913,20946,14398
10,Australia,2905,Cereals - Excluding Beer,5301,Domestic supply quantity,,1000 tonnes,13522,12331,12496,11363,12139,11676,12695,14525,15099,16103
10,Australia,2905,Cereals - Excluding Beer,5521,Feed,,1000 tonnes,8769,7414,7555,6270,7130,6706,7654,9045,10212,11181
10,Australia,2905,Cereals - Excluding Beer,5527,Seed,,1000 tonnes,922,914,917,857,892,841,810,1176,781,708
10,Australia,2905,Cereals - Excluding Beer,5123,Losses,,1000 tonnes,382,454,499,420,396,420,391,487,345,302
10,Australia,2905,Cereals - Excluding Beer,5131,Processing,,1000 tonnes,478,454,478,466,566,552,604,590,536,569
10,Australia,2905,Cereals - Excluding Beer,5154,Other uses (non-food),,1000 tonnes,950,1004,973,1126,947,935,955,864,857,932
10,Australia,2905,Cereals - Excluding Beer,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2905,Cereals - Excluding Beer,5170,Residuals,,1000 tonnes,7,-4,-6,-8,-11,-4,-9,-2,-6,0
10,Australia,2905,Cereals - Excluding Beer,5142,Food,,1000 tonnes,2014,2093,2080,2232,2218,2225,2290,2366,2373,2411
10,Australia,2905,Cereals - Excluding Beer,645,Food supply quantity (kg/capita/yr),,kg,90.9,92.89,90.81,95.99,94.02,92.97,94.38,96.23,95.32,95.65
10,Australia,2905,Cereals - Excluding Beer,664,Food supply (kcal/capita/day),,kcal/capita/day,698,725,740,774,733,725,737,743,743,747
10,Australia,2905,Cereals - Excluding Beer,674,Protein supply quantity (g/capita/day),,g/capita/day,20.21,22.42,22.6,22.31,21.83,21.3,21.67,22.17,22.31,21.96
10,Australia,2905,Cereals - Excluding Beer,684,Fat supply quantity (g/capita/day),,g/capita/day,2.62,2.76,2.78,3,2.83,2.82,2.88,2.94,2.9,2.96
10,Australia,2511,Wheat and products,5511,Production,,1000 tonnes,21834,27410,29905,22856,25303,23743,22275,31819,20941,17598
10,Australia,2511,Wheat and products,5611,Import Quantity,,1000 tonnes,170,185,197,261,296,321,312,260,278,795
10,Australia,2511,Wheat and products,5072,Stock Variation,,1000 tonnes,-1248,3845,-276,-1094,-92,125,-815,1852,-1206,-107
10,Australia,2511,Wheat and products,5911,Export Quantity,,1000 tonnes,16143,17812,23721,18171,18437,17234,16333,22294,12723,9884
10,Australia,2511,Wheat and products,5301,Domestic supply quantity,,1000 tonnes,7108,5938,6657,6040,7254,6705,7069,7933,9703,8616
10,Australia,2511,Wheat and products,5521,Feed,,1000 tonnes,3764,2455,3134,2509,3593,3128,3458,4086,6192,5116
10,Australia,2511,Wheat and products,5527,Seed,,1000 tonnes,695,662,676,631,627,589,552,789,519,466
10,Australia,2511,Wheat and products,5123,Losses,,1000 tonnes,218,274,299,229,253,237,223,318,209,181
10,Australia,2511,Wheat and products,5131,Processing,,1000 tonnes,112,87,71,72,81,76,78,71,70,74
10,Australia,2511,Wheat and products,5154,Other uses (non-food),,1000 tonnes,809,870,871,902,931,914,935,846,836,884
10,Australia,2511,Wheat and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2511,Wheat and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2511,Wheat and products,5142,Food,,1000 tonnes,1510,1590,1607,1698,1768,1761,1824,1823,1877,1894
10,Australia,2511,Wheat and products,645,Food supply quantity (kg/capita/yr),,kg,68.14,70.55,70.14,73,74.92,73.59,75.18,74.14,75.37,75.15
10,Australia,2511,Wheat and products,664,Food supply (kcal/capita/day),,kcal/capita/day,540,566,591,611,597,597,600,591,603,611
10,Australia,2511,Wheat and products,674,Protein supply quantity (g/capita/day),,g/capita/day,16.96,19.02,19.48,18.8,18.92,18.52,18.73,18.82,19.27,18.99
10,Australia,2511,Wheat and products,684,Fat supply quantity (g/capita/day),,g/capita/day,2.23,2.29,2.4,2.49,2.46,2.46,2.5,2.46,2.51,2.57
10,Australia,2807,Rice and products,5511,Production,,1000 tonnes,197,723,919,1161,819,690,274,807,635,67
10,Australia,2807,Rice and products,5611,Import Quantity,,1000 tonnes,312,260,217,236,259,255,274,267,272,344
10,Australia,2807,Rice and products,5072,Stock Variation,,1000 tonnes,-95,47,-42,49,5,-17,-211,244,34,-290
10,Australia,2807,Rice and products,5911,Export Quantity,,1000 tonnes,83,443,721,732,642,522,264,300,420,216
10,Australia,2807,Rice and products,5301,Domestic supply quantity,,1000 tonnes,520,493,457,616,431,441,496,530,452,485
10,Australia,2807,Rice and products,5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2807,Rice and products,5527,Seed,,1000 tonnes,2,8,10,11,9,7,3,9,7,1
10,Australia,2807,Rice and products,5123,Losses,,1000 tonnes,8,12,15,19,8,7,11,8,6,1
10,Australia,2807,Rice and products,5131,Processing,,1000 tonnes,4,3,2,3,107,111,167,148,99,126
10,Australia,2807,Rice and products,5154,Other uses (non-food),,1000 tonnes,133,125,91,213,0,0,0,0,0,0
10,Australia,2807,Rice and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2807,Rice and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2807,Rice and products,5142,Food,,1000 tonnes,373,345,339,370,308,315,315,366,340,358
10,Australia,2807,Rice and products,645,Food supply quantity (kg/capita/yr),,kg,16.83,15.32,14.8,15.92,13.03,13.17,12.98,14.88,13.66,14.19
10,Australia,2807,Rice and products,664,Food supply (kcal/capita/day),,kcal/capita/day,102,95,93,99,79,80,79,91,83,86
10,Australia,2807,Rice and products,674,Protein supply quantity (g/capita/day),,g/capita/day,1.92,1.82,1.79,1.89,1.53,1.54,1.52,1.74,1.6,1.66
10,Australia,2807,Rice and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0.18,0.18,0.17,0.19,0.14,0.14,0.14,0.16,0.14,0.15
10,Australia,2513,Barley and products,5511,Production,,1000 tonnes,7865,7995,8221,7472,9174,8646,8992,13506,9254,8819
10,Australia,2513,Barley and products,5611,Import Quantity,,1000 tonnes,7,7,9,10,8,9,11,11,10,10
10,Australia,2513,Barley and products,5072,Stock Variation,,1000 tonnes,136,-75,-371,-270,149,395,-18,808,-108,424
10,Australia,2513,Barley and products,5911,Export Quantity,,1000 tonnes,4789,5306,6057,6128,7067,6036,6545,9729,7056,3891
10,Australia,2513,Barley and products,5301,Domestic supply quantity,,1000 tonnes,2947,2770,2545,1624,1966,2224,2476,2980,2317,4514
10,Australia,2513,Barley and products,5521,Feed,,1000 tonnes,2455,2261,2010,1108,1416,1700,1950,2325,1776,3983
10,Australia,2513,Barley and products,5527,Seed,,1000 tonnes,166,182,174,167,203,191,199,298,204,195
10,Australia,2513,Barley and products,5123,Losses,,1000 tonnes,33,33,34,31,38,36,38,56,39,37
10,Australia,2513,Barley and products,5131,Processing,,1000 tonnes,293,293,326,318,309,297,290,301,297,299
10,Australia,2513,Barley and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2513,Barley and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2513,Barley and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2513,Barley and products,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2513,Barley and products,645,Food supply quantity (kg/capita/yr),,kg,0,0,0,0,0,0,0,0,0,0
10,Australia,2513,Barley and products,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2513,Barley and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2513,Barley and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2514,Maize and products,5511,Production,,1000 tonnes,328,357,451,507,390,495,400,436,387,327
10,Australia,2514,Maize and products,5611,Import Quantity,,1000 tonnes,16,20,22,23,29,39,38,35,39,72
10,Australia,2514,Maize and products,5072,Stock Variation,,1000 tonnes,-6,-13,-4,27,8,6,-12,15,-24,-6
10,Australia,2514,Maize and products,5911,Export Quantity,,1000 tonnes,11,45,103,116,66,72,66,76,69,68
10,Australia,2514,Maize and products,5301,Domestic supply quantity,,1000 tonnes,338,345,373,387,346,455,383,380,382,337
10,Australia,2514,Maize and products,5521,Feed,,1000 tonnes,209,209,235,248,209,309,241,237,239,175
10,Australia,2514,Maize and products,5527,Seed,,1000 tonnes,1,1,1,1,1,1,1,1,1,1
10,Australia,2514,Maize and products,5123,Losses,,1000 tonnes,2,2,2,3,2,2,2,2,2,2
10,Australia,2514,Maize and products,5131,Processing,,1000 tonnes,20,20,20,20,20,19,19,19,19,18
10,Australia,2514,Maize and products,5154,Other uses (non-food),,1000 tonnes,8,10,12,11,16,21,21,18,21,48
10,Australia,2514,Maize and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2514,Maize and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2514,Maize and products,5142,Food,,1000 tonnes,100,104,103,104,99,102,100,103,100,94
10,Australia,2514,Maize and products,645,Food supply quantity (kg/capita/yr),,kg,4.5,4.61,4.5,4.47,4.19,4.27,4.13,4.19,4.01,3.73
10,Australia,2514,Maize and products,664,Food supply (kcal/capita/day),,kcal/capita/day,44,44,44,44,41,32,40,40,39,28
10,Australia,2514,Maize and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0.95,0.97,0.96,0.95,0.89,0.73,0.87,0.87,0.84,0.64
10,Australia,2514,Maize and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.09
10,Australia,2515,Rye and products,5511,Production,,1000 tonnes,29,30,40,31,29,30,30,30,31,32
10,Australia,2515,Rye and products,5611,Import Quantity,,1000 tonnes,1,0,0,0,0,,,,,
10,Australia,2515,Rye and products,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2515,Rye and products,5911,Export Quantity,,1000 tonnes,0,1,1,1,1,0,0,0,0,0
10,Australia,2515,Rye and products,5301,Domestic supply quantity,,1000 tonnes,30,29,39,30,28,29,30,30,31,32
10,Australia,2515,Rye and products,5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2515,Rye and products,5527,Seed,,1000 tonnes,2,2,3,2,2,2,2,2,2,2
10,Australia,2515,Rye and products,5123,Losses,,1000 tonnes,1,1,2,1,1,1,1,1,1,1
10,Australia,2515,Rye and products,5131,Processing,,1000 tonnes,25,25,34,26,24,25,26,26,26,28
10,Australia,2515,Rye and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2515,Rye and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2515,Rye and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2515,Rye and products,5142,Food,,1000 tonnes,1,0,0,0,1,1,1,1,1,1
10,Australia,2515,Rye and products,645,Food supply quantity (kg/capita/yr),,kg,0.05,0.01,0,0.01,0.03,0.03,0.03,0.03,0.03,0.03
10,Australia,2515,Rye and products,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2515,Rye and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
10,Australia,2515,Rye and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2516,Oats,5511,Production,,1000 tonnes,1162,1128,1262,1121,1255,1198,1300,2266,1228,1135
10,Australia,2516,Oats,5611,Import Quantity,,1000 tonnes,1,1,1,1,1,4,3,3,2,4
10,Australia,2516,Oats,5072,Stock Variation,,1000 tonnes,-21,20,-12,-74,45,-12,50,276,-228,0
10,Australia,2516,Oats,5911,Export Quantity,,1000 tonnes,347,322,313,197,216,201,205,197,215,225
10,Australia,2516,Oats,5301,Domestic supply quantity,,1000 tonnes,836,786,963,999,995,1013,1047,1796,1243,913
10,Australia,2516,Oats,5521,Feed,,1000 tonnes,765,709,900,922,912,934,963,1639,1157,832
10,Australia,2516,Oats,5527,Seed,,1000 tonnes,45,41,35,30,42,40,43,69,41,38
10,Australia,2516,Oats,5123,Losses,,1000 tonnes,23,23,25,22,25,24,26,45,25,23
10,Australia,2516,Oats,5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2516,Oats,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2516,Oats,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2516,Oats,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2516,Oats,5142,Food,,1000 tonnes,3,14,3,24,16,15,15,43,21,20
10,Australia,2516,Oats,645,Food supply quantity (kg/capita/yr),,kg,0.13,0.63,0.12,1.03,0.67,0.64,0.63,1.74,0.84,0.81
10,Australia,2516,Oats,664,Food supply (kcal/capita/day),,kcal/capita/day,1,4,1,6,4,4,4,9,5,5
10,Australia,2516,Oats,674,Protein supply quantity (g/capita/day),,g/capita/day,0.03,0.15,0.03,0.25,0.16,0.15,0.15,0.38,0.2,0.2
10,Australia,2516,Oats,684,Fat supply quantity (g/capita/day),,g/capita/day,0.01,0.06,0.01,0.1,0.06,0.06,0.06,0.15,0.08,0.08
10,Australia,2517,Millet and products,5511,Production,,1000 tonnes,36,36,36,36,36,36,36,36,36,36
10,Australia,2517,Millet and products,5611,Import Quantity,,1000 tonnes,0,0,0,0,4,1,0,1,1,3
10,Australia,2517,Millet and products,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2517,Millet and products,5911,Export Quantity,,1000 tonnes,8,4,3,3,1,3,2,1,1,0
10,Australia,2517,Millet and products,5301,Domestic supply quantity,,1000 tonnes,28,32,33,33,39,35,34,36,36,40
10,Australia,2517,Millet and products,5521,Feed,,1000 tonnes,26,30,31,31,37,33,32,34,34,38
10,Australia,2517,Millet and products,5527,Seed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2517,Millet and products,5123,Losses,,1000 tonnes,2,2,2,2,2,2,2,2,2,2
10,Australia,2517,Millet and products,5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2517,Millet and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2517,Millet and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2517,Millet and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2517,Millet and products,5142,Food,,1000 tonnes,,,,,,,,,,
10,Australia,2518,Sorghum and products,5511,Production,,1000 tonnes,1508,1935,2239,2230,1282,2209,1791,994,1257,1160
10,Australia,2518,Sorghum and products,5611,Import Quantity,,1000 tonnes,0,0,0,0,,0,0,0,,
10,Australia,2518,Sorghum and products,5072,Stock Variation,,1000 tonnes,13,-335,-156,-11,-12,75,-19,39,0,15
10,Australia,2518,Sorghum and products,5911,Export Quantity,,1000 tonnes,297,706,1270,797,359,1532,801,293,438,96
10,Australia,2518,Sorghum and products,5301,Domestic supply quantity,,1000 tonnes,1197,1564,1125,1444,935,603,1008,662,819,1049
10,Australia,2518,Sorghum and products,5521,Feed,,1000 tonnes,1086,1419,979,1289,843,467,890,584,731,964
10,Australia,2518,Sorghum and products,5527,Seed,,1000 tonnes,4,5,5,5,3,5,4,2,3,3
10,Australia,2518,Sorghum and products,5123,Losses,,1000 tonnes,71,91,106,105,61,103,83,47,57,53
10,Australia,2518,Sorghum and products,5131,Processing,,1000 tonnes,24,25,25,26,26,25,24,25,25,25
10,Australia,2518,Sorghum and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2518,Sorghum and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2518,Sorghum and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2518,Sorghum and products,5142,Food,,1000 tonnes,13,24,9,17,3,2,6,4,3,5
10,Australia,2518,Sorghum and products,645,Food supply quantity (kg/capita/yr),,kg,0.57,1.04,0.4,0.75,0.13,0.1,0.27,0.16,0.12,0.2
10,Australia,2518,Sorghum and products,664,Food supply (kcal/capita/day),,kcal/capita/day,5,9,3,6,1,1,2,1,1,2
10,Australia,2518,Sorghum and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0.14,0.26,0.1,0.19,0.03,0.03,0.07,0.04,0.03,0.05
10,Australia,2518,Sorghum and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0.05,0.08,0.03,0.06,0.01,0.01,0.02,0.01,0.01,0.02
10,Australia,2520,"Cereals, Other",5511,Production,,1000 tonnes,537,390,331,208,159,178,163,186,123,97
10,Australia,2520,"Cereals, Other",5611,Import Quantity,,1000 tonnes,13,16,15,19,20,16,18,17,19,20
10,Australia,2520,"Cereals, Other",5072,Stock Variation,,1000 tonnes,5,0,-2,4,-5,1,1,1,0,-16
10,Australia,2520,"Cereals, Other",5911,Export Quantity,,1000 tonnes,28,33,44,33,39,22,29,24,24,16
10,Australia,2520,"Cereals, Other",5301,Domestic supply quantity,,1000 tonnes,517,373,305,190,145,171,151,178,117,118
10,Australia,2520,"Cereals, Other",5521,Feed,,1000 tonnes,464,330,266,162,119,135,121,140,84,73
10,Australia,2520,"Cereals, Other",5527,Seed,,1000 tonnes,7,13,12,8,5,6,5,6,4,3
10,Australia,2520,"Cereals, Other",5123,Losses,,1000 tonnes,24,17,14,8,6,7,6,7,4,3
10,Australia,2520,"Cereals, Other",5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2520,"Cereals, Other",5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2520,"Cereals, Other",5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2520,"Cereals, Other",5170,Residuals,,1000 tonnes,7,-4,-6,-8,-11,-4,-9,-2,-6,0
10,Australia,2520,"Cereals, Other",5142,Food,,1000 tonnes,15,16,19,19,25,28,28,27,32,39
10,Australia,2520,"Cereals, Other",645,Food supply quantity (kg/capita/yr),,kg,0.68,0.72,0.85,0.82,1.05,1.16,1.17,1.09,1.28,1.55
10,Australia,2520,"Cereals, Other",664,Food supply (kcal/capita/day),,kcal/capita/day,7,7,8,8,10,12,12,11,13,15
10,Australia,2520,"Cereals, Other",674,Protein supply quantity (g/capita/day),,g/capita/day,0.19,0.2,0.24,0.23,0.3,0.32,0.33,0.3,0.36,0.42
10,Australia,2520,"Cereals, Other",684,Fat supply quantity (g/capita/day),,g/capita/day,0.02,0.02,0.03,0.04,0.05,0.04,0.05,0.04,0.05,0.06
10,Australia,2907,Starchy Roots,5511,Production,,1000 tonnes,1328,1185,1351,1341,1247,1215,1201,1177,1259,1304
10,Australia,2907,Starchy Roots,5611,Import Quantity,,1000 tonnes,118,158,165,154,169,172,166,172,176,166
10,Australia,2907,Starchy Roots,5072,Stock Variation,,1000 tonnes,-20,10,9,0,5,0,0,0,1,-17
10,Australia,2907,Starchy Roots,5911,Export Quantity,,1000 tonnes,48,47,53,58,39,37,57,46,57,64
10,Australia,2907,Starchy Roots,5301,Domestic supply quantity,,1000 tonnes,1417,1285,1454,1437,1371,1350,1310,1302,1377,1423
10,Australia,2907,Starchy Roots,5521,Feed,,1000 tonnes,27,24,25,29,27,26,28,28,29,34
10,Australia,2907,Starchy Roots,5527,Seed,,1000 tonnes,96,85,97,96,88,87,85,83,89,94
10,Australia,2907,Starchy Roots,5123,Losses,,1000 tonnes,29,27,30,31,29,28,28,27,29,30
10,Australia,2907,Starchy Roots,5131,Processing,,1000 tonnes,,,,,0,0,0,0,0,0
10,Australia,2907,Starchy Roots,5154,Other uses (non-food),,1000 tonnes,12,11,15,22,10,9,10,10,13,12
10,Australia,2907,Starchy Roots,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2907,Starchy Roots,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2907,Starchy Roots,5142,Food,,1000 tonnes,1253,1138,1287,1260,1217,1200,1159,1153,1216,1253
10,Australia,2907,Starchy Roots,645,Food supply quantity (kg/capita/yr),,kg,56.57,50.51,56.18,54.19,51.58,50.16,47.78,46.91,48.85,49.71
10,Australia,2907,Starchy Roots,664,Food supply (kcal/capita/day),,kcal/capita/day,95,86,95,92,88,86,82,81,84,86
10,Australia,2907,Starchy Roots,674,Protein supply quantity (g/capita/day),,g/capita/day,2.43,2.15,2.4,2.31,2.19,2.13,2.02,1.98,2.07,2.11
10,Australia,2907,Starchy Roots,684,Fat supply quantity (g/capita/day),,g/capita/day,0.15,0.13,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.13
10,Australia,2532,Cassava and products,5511,Production,,1000 tonnes,,,,,,,,,,
10,Australia,2532,Cassava and products,5611,Import Quantity,,1000 tonnes,13,12,16,23,11,11,12,12,15,14
10,Australia,2532,Cassava and products,5072,Stock Variation,,1000 tonnes,,,,,,,,,,
10,Australia,2532,Cassava and products,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2532,Cassava and products,5301,Domestic supply quantity,,1000 tonnes,13,12,16,23,11,11,12,12,15,14
10,Australia,2532,Cassava and products,5521,Feed,,1000 tonnes,,,,,,,,,,
10,Australia,2532,Cassava and products,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2532,Cassava and products,5123,Losses,,1000 tonnes,,,,,,,,,,
10,Australia,2532,Cassava and products,5131,Processing,,1000 tonnes,,,,,0,0,0,0,0,0
10,Australia,2532,Cassava and products,5154,Other uses (non-food),,1000 tonnes,12,11,15,22,10,9,10,10,13,12
10,Australia,2532,Cassava and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2532,Cassava and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2532,Cassava and products,5142,Food,,1000 tonnes,1,2,1,2,2,2,2,2,1,2
10,Australia,2532,Cassava and products,645,Food supply quantity (kg/capita/yr),,kg,0.06,0.07,0.05,0.07,0.06,0.1,0.09,0.08,0.05,0.07
10,Australia,2532,Cassava and products,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,1,1,1,0,0
10,Australia,2532,Cassava and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0.01,0,0,0,0.01,0.01,0.01,0,0.01
10,Australia,2532,Cassava and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2531,Potatoes and products,5511,Production,,1000 tonnes,1278,1128,1288,1273,1171,1155,1130,1105,1189,1225
10,Australia,2531,Potatoes and products,5611,Import Quantity,,1000 tonnes,102,142,146,127,153,155,150,154,157,146
10,Australia,2531,Potatoes and products,5072,Stock Variation,,1000 tonnes,-20,10,9,0,5,0,0,0,1,-17
10,Australia,2531,Potatoes and products,5911,Export Quantity,,1000 tonnes,48,47,53,57,38,36,56,45,56,62
10,Australia,2531,Potatoes and products,5301,Domestic supply quantity,,1000 tonnes,1352,1213,1373,1343,1281,1273,1224,1214,1289,1327
10,Australia,2531,Potatoes and products,5521,Feed,,1000 tonnes,24,21,24,23,22,21,22,22,24,22
10,Australia,2531,Potatoes and products,5527,Seed,,1000 tonnes,96,85,97,96,88,87,85,83,89,94
10,Australia,2531,Potatoes and products,5123,Losses,,1000 tonnes,26,23,26,25,23,23,23,22,24,25
10,Australia,2531,Potatoes and products,5131,Processing,,1000 tonnes,,,,,0,0,0,0,0,0
10,Australia,2531,Potatoes and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2531,Potatoes and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2531,Potatoes and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2531,Potatoes and products,5142,Food,,1000 tonnes,1206,1085,1226,1199,1147,1142,1094,1087,1152,1186
10,Australia,2531,Potatoes and products,645,Food supply quantity (kg/capita/yr),,kg,54.43,48.12,53.52,51.55,48.63,47.72,45.08,44.22,46.26,47.07
10,Australia,2531,Potatoes and products,664,Food supply (kcal/capita/day),,kcal/capita/day,91,81,89,86,82,81,76,75,78,81
10,Australia,2531,Potatoes and products,674,Protein supply quantity (g/capita/day),,g/capita/day,2.35,2.07,2.31,2.22,2.08,2.05,1.93,1.89,1.98,2.02
10,Australia,2531,Potatoes and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12
10,Australia,2533,Sweet potatoes,5511,Production,,1000 tonnes,50,57,63,68,75,61,71,71,70,79
10,Australia,2533,Sweet potatoes,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,1,1
10,Australia,2533,Sweet potatoes,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2533,Sweet potatoes,5911,Export Quantity,,1000 tonnes,0,0,0,1,1,1,1,1,1,2
10,Australia,2533,Sweet potatoes,5301,Domestic supply quantity,,1000 tonnes,50,57,62,67,75,60,70,71,70,78
10,Australia,2533,Sweet potatoes,5521,Feed,,1000 tonnes,2,3,1,6,5,4,5,5,5,11
10,Australia,2533,Sweet potatoes,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2533,Sweet potatoes,5123,Losses,,1000 tonnes,4,4,5,5,6,5,5,5,5,6
10,Australia,2533,Sweet potatoes,5131,Processing,,1000 tonnes,,,,,,,,,,
