Area Code,Area,Item Code,Item,Element Code,Element,cat,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
10,Australia,2533,Sweet potatoes,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2533,Sweet potatoes,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2533,Sweet potatoes,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2533,Sweet potatoes,5142,Food,,1000 tonnes,44,50,57,57,64,52,60,60,60,61
10,Australia,2533,Sweet potatoes,645,Food supply quantity (kg/capita/yr),,kg,1.97,2.2,2.48,2.44,2.72,2.17,2.46,2.45,2.39,2.41
10,Australia,2533,Sweet potatoes,664,Food supply (kcal/capita/day),,kcal/capita/day,4,5,5,5,6,5,5,5,5,5
10,Australia,2533,Sweet potatoes,674,Protein supply quantity (g/capita/day),,g/capita/day,0.06,0.07,0.08,0.08,0.09,0.07,0.08,0.08,0.08,0.08
10,Australia,2533,Sweet potatoes,684,Fat supply quantity (g/capita/day),,g/capita/day,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10,Australia,2535,Yams,5511,Production,,1000 tonnes,,,,,,,,,,
10,Australia,2535,Yams,5611,Import Quantity,,1000 tonnes,0,0,0,0,1,0,1,1,1,1
10,Australia,2535,Yams,5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,0,0
10,Australia,2535,Yams,5911,Export Quantity,,1000 tonnes,,,,,,,0,0,0,
10,Australia,2535,Yams,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,1,0,1,1,1,1
10,Australia,2535,Yams,5521,Feed,,1000 tonnes,,,,,,,,,,
10,Australia,2535,Yams,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2535,Yams,5123,Losses,,1000 tonnes,,,,,,,,,,
10,Australia,2535,Yams,5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2535,Yams,5154,Other uses (non-food),,1000 tonnes,,,0,0,0,0,0,0,0,0
10,Australia,2535,Yams,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2535,Yams,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2535,Yams,5142,Food,,1000 tonnes,,,0,0,1,0,1,1,1,1
10,Australia,2535,Yams,645,Food supply quantity (kg/capita/yr),,kg,,,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02
10,Australia,2535,Yams,664,Food supply (kcal/capita/day),,kcal/capita/day,,,0,0,0,0,0,0,0,0
10,Australia,2535,Yams,674,Protein supply quantity (g/capita/day),,g/capita/day,,,0,0,0,0,0,0,0,0
10,Australia,2535,Yams,684,Fat supply quantity (g/capita/day),,g/capita/day,,,0,0,0,0,0,0,0,0
10,Australia,2534,"Roots, Other",5511,Production,,1000 tonnes,,,,,,,,,,
10,Australia,2534,"Roots, Other",5611,Import Quantity,,1000 tonnes,3,3,3,3,4,4,4,4,4,4
10,Australia,2534,"Roots, Other",5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2534,"Roots, Other",5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,,0
10,Australia,2534,"Roots, Other",5301,Domestic supply quantity,,1000 tonnes,3,3,3,3,4,4,4,4,4,4
10,Australia,2534,"Roots, Other",5521,Feed,,1000 tonnes,0,0,0,0,0,1,0,0,1,1
10,Australia,2534,"Roots, Other",5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2534,"Roots, Other",5123,Losses,,1000 tonnes,,,,,,,,,,
10,Australia,2534,"Roots, Other",5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2534,"Roots, Other",5154,Other uses (non-food),,1000 tonnes,,,0,0,0,0,0,0,0,0
10,Australia,2534,"Roots, Other",5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2534,"Roots, Other",5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2534,"Roots, Other",5142,Food,,1000 tonnes,2,3,3,3,3,4,3,4,3,3
10,Australia,2534,"Roots, Other",645,Food supply quantity (kg/capita/yr),,kg,0.11,0.12,0.11,0.12,0.14,0.15,0.13,0.14,0.12,0.14
10,Australia,2534,"Roots, Other",664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2534,"Roots, Other",674,Protein supply quantity (g/capita/day),,g/capita/day,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10,Australia,2534,"Roots, Other",684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2908,Sugar Crops,5511,Production,,1000 tonnes,31235,25182,25957,27136,30518,32379,34403,36561,33507,32415
10,Australia,2908,Sugar Crops,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2908,Sugar Crops,5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,0,0
10,Australia,2908,Sugar Crops,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2908,Sugar Crops,5301,Domestic supply quantity,,1000 tonnes,31235,25182,25957,27136,30518,32379,34403,36562,33507,32415
10,Australia,2908,Sugar Crops,5521,Feed,,1000 tonnes,0,,,0,0,0,0,0,0,0
10,Australia,2908,Sugar Crops,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2908,Sugar Crops,5123,Losses,,1000 tonnes,1680,1354,1396,1460,1641,1741,1850,1966,1802,1743
10,Australia,2908,Sugar Crops,5131,Processing,,1000 tonnes,29555,23827,24561,27215,28876,30638,32553,34595,31705,30672
10,Australia,2908,Sugar Crops,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2908,Sugar Crops,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2908,Sugar Crops,5170,Residuals,,1000 tonnes,0,0,0,-1539,0,0,0,0,0,0
10,Australia,2908,Sugar Crops,5142,Food,,1000 tonnes,,,,,,,,,,
10,Australia,2536,Sugar cane,5511,Production,,1000 tonnes,31235,25182,25957,27136,30518,32379,34403,36561,33507,32415
10,Australia,2536,Sugar cane,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2536,Sugar cane,5072,Stock Variation,,1000 tonnes,,,,,,,,,,
10,Australia,2536,Sugar cane,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2536,Sugar cane,5301,Domestic supply quantity,,1000 tonnes,31235,25182,25957,27136,30518,32379,34403,36562,33507,32415
10,Australia,2536,Sugar cane,5521,Feed,,1000 tonnes,,,,,0,0,0,0,0,0
10,Australia,2536,Sugar cane,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2536,Sugar cane,5123,Losses,,1000 tonnes,1680,1354,1396,1460,1641,1741,1850,1966,1802,1743
10,Australia,2536,Sugar cane,5131,Processing,,1000 tonnes,29555,23827,24561,27215,28876,30638,32553,34595,31705,30672
10,Australia,2536,Sugar cane,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2536,Sugar cane,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2536,Sugar cane,5170,Residuals,,1000 tonnes,0,0,0,-1539,0,0,0,0,0,0
10,Australia,2536,Sugar cane,5142,Food,,1000 tonnes,,,,,,,,,,
10,Australia,2537,Sugar beet,5511,Production,,1000 tonnes,,,,,,,,,,
10,Australia,2537,Sugar beet,5611,Import Quantity,,1000 tonnes,0,0,0,0,,0,0,,,
10,Australia,2537,Sugar beet,5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,0,0
10,Australia,2537,Sugar beet,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,0,0,0
10,Australia,2537,Sugar beet,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2537,Sugar beet,5521,Feed,,1000 tonnes,0,,,0,,0,0,,,
10,Australia,2537,Sugar beet,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2537,Sugar beet,5123,Losses,,1000 tonnes,,,,,,,,,,
10,Australia,2537,Sugar beet,5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2537,Sugar beet,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2537,Sugar beet,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2537,Sugar beet,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2537,Sugar beet,5142,Food,,1000 tonnes,,,,,,,,,,
10,Australia,2909,Sugar & Sweeteners,5511,Production,,1000 tonnes,4616,3684,3754,4373,4504,4955,5233,5097,4732,4662
10,Australia,2909,Sugar & Sweeteners,5611,Import Quantity,,1000 tonnes,287,410,395,392,323,315,256,186,174,159
10,Australia,2909,Sugar & Sweeteners,5072,Stock Variation,,1000 tonnes,-113,320,-225,219,405,209,-148,-61,-220,341
10,Australia,2909,Sugar & Sweeteners,5911,Export Quantity,,1000 tonnes,3354,1999,2607,2953,2906,3636,4162,3838,3650,2906
10,Australia,2909,Sugar & Sweeteners,5301,Domestic supply quantity,,1000 tonnes,1662,1775,1767,1593,1515,1425,1476,1507,1475,1574
10,Australia,2909,Sugar & Sweeteners,5521,Feed,,1000 tonnes,8,145,7,8,112,39,51,68,54,63
10,Australia,2909,Sugar & Sweeteners,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2909,Sugar & Sweeteners,5123,Losses,,1000 tonnes,1,1,1,1,1,1,1,1,1,1
10,Australia,2909,Sugar & Sweeteners,5131,Processing,,1000 tonnes,0,0,0,0,346,338,341,348,352,377
10,Australia,2909,Sugar & Sweeteners,5154,Other uses (non-food),,1000 tonnes,4,8,4,9,21,33,22,30,29,21
10,Australia,2909,Sugar & Sweeteners,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2909,Sugar & Sweeteners,5170,Residuals,,1000 tonnes,-1252,-1296,-1213,-1440,0,-3,-9,-5,0,0
10,Australia,2909,Sugar & Sweeteners,5142,Food,,1000 tonnes,2902,2918,2968,3015,1036,1018,1069,1065,1039,1112
10,Australia,2909,Sugar & Sweeteners,645,Food supply quantity (kg/capita/yr),,kg,130.99,129.48,129.57,129.65,43.89,42.52,44.08,43.33,41.74,44.13
10,Australia,2909,Sugar & Sweeteners,664,Food supply (kcal/capita/day),,kcal/capita/day,488,472,473,473,456,439,440,440,425,447
10,Australia,2909,Sugar & Sweeteners,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2909,Sugar & Sweeteners,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2542,Sugar (Raw Equivalent),5511,Production,,1000 tonnes,4519,3610,3683,4300,4364,4816,5058,4939,4605,4517
10,Australia,2542,Sugar (Raw Equivalent),5611,Import Quantity,,1000 tonnes,125,206,183,170,233,205,152,80,67,68
10,Australia,2542,Sugar (Raw Equivalent),5072,Stock Variation,,1000 tonnes,81,469,62,236,410,208,-150,-62,-219,348
10,Australia,2542,Sugar (Raw Equivalent),5911,Export Quantity,,1000 tonnes,3292,1947,2553,2897,2877,3600,4121,3803,3617,2872
10,Australia,2542,Sugar (Raw Equivalent),5301,Domestic supply quantity,,1000 tonnes,1271,1401,1251,1337,1309,1213,1239,1278,1273,1365
10,Australia,2542,Sugar (Raw Equivalent),5521,Feed,,1000 tonnes,8,145,7,8,112,39,51,68,54,63
10,Australia,2542,Sugar (Raw Equivalent),5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2542,Sugar (Raw Equivalent),5123,Losses,,1000 tonnes,,,,,,,,,,
10,Australia,2542,Sugar (Raw Equivalent),5131,Processing,,1000 tonnes,,,,,346,338,341,348,352,377
10,Australia,2542,Sugar (Raw Equivalent),5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,
10,Australia,2542,Sugar (Raw Equivalent),5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2542,Sugar (Raw Equivalent),5170,Residuals,,1000 tonnes,393,407,381,452,0,0,0,0,0,0
10,Australia,2542,Sugar (Raw Equivalent),5142,Food,,1000 tonnes,870,849,863,877,852,836,847,862,867,926
10,Australia,2542,Sugar (Raw Equivalent),645,Food supply quantity (kg/capita/yr),,kg,39.29,37.68,37.69,37.71,36.09,34.93,34.92,35.07,34.83,36.74
10,Australia,2542,Sugar (Raw Equivalent),664,Food supply (kcal/capita/day),,kcal/capita/day,384,368,368,368,441,425,425,426,412,434
10,Australia,2542,Sugar (Raw Equivalent),674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2542,Sugar (Raw Equivalent),684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2543,"Sweeteners, Other",5511,Production,,1000 tonnes,83,64,59,59,127,127,163,147,115,135
10,Australia,2543,"Sweeteners, Other",5611,Import Quantity,,1000 tonnes,159,201,208,220,82,99,95,98,100,86
10,Australia,2543,"Sweeteners, Other",5072,Stock Variation,,1000 tonnes,-191,-143,-283,-12,-5,-1,1,1,-1,-4
10,Australia,2543,"Sweeteners, Other",5911,Export Quantity,,1000 tonnes,57,48,50,51,25,31,37,31,29,31
10,Australia,2543,"Sweeteners, Other",5301,Domestic supply quantity,,1000 tonnes,376,360,500,240,189,196,220,212,187,195
10,Australia,2543,"Sweeteners, Other",5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2543,"Sweeteners, Other",5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2543,"Sweeteners, Other",5123,Losses,,1000 tonnes,,,,,,,,,,
10,Australia,2543,"Sweeteners, Other",5131,Processing,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2543,"Sweeteners, Other",5154,Other uses (non-food),,1000 tonnes,4,8,4,9,21,33,22,30,29,21
10,Australia,2543,"Sweeteners, Other",5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2543,"Sweeteners, Other",5170,Residuals,,1000 tonnes,-1645,-1703,-1593,-1892,0,-3,-9,-5,0,0
10,Australia,2543,"Sweeteners, Other",5142,Food,,1000 tonnes,2017,2055,2089,2123,168,166,206,187,159,173
10,Australia,2543,"Sweeteners, Other",645,Food supply quantity (kg/capita/yr),,kg,91.05,91.18,91.22,91.28,7.12,6.93,8.51,7.62,6.37,6.87
10,Australia,2543,"Sweeteners, Other",664,Food supply (kcal/capita/day),,kcal/capita/day,99,99,99,99,9,8,10,9,8,9
10,Australia,2543,"Sweeteners, Other",674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2543,"Sweeteners, Other",684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2745,Honey,5511,Production,,1000 tonnes,14,10,12,14,13,12,12,12,11,11
10,Australia,2745,Honey,5611,Import Quantity,,1000 tonnes,3,3,4,2,8,11,10,9,7,5
10,Australia,2745,Honey,5072,Stock Variation,,1000 tonnes,-3,-6,-5,-5,0,2,1,0,0,-2
10,Australia,2745,Honey,5911,Export Quantity,,1000 tonnes,5,4,5,5,4,5,4,4,4,4
10,Australia,2745,Honey,5301,Domestic supply quantity,,1000 tonnes,15,15,16,16,17,16,16,16,14,14
10,Australia,2745,Honey,5521,Feed,,1000 tonnes,,,,,,,,,,
10,Australia,2745,Honey,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2745,Honey,5123,Losses,,1000 tonnes,1,1,1,1,1,1,1,1,1,1
10,Australia,2745,Honey,5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2745,Honey,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2745,Honey,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2745,Honey,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2745,Honey,5142,Food,,1000 tonnes,15,14,15,15,16,16,16,16,14,13
10,Australia,2745,Honey,645,Food supply quantity (kg/capita/yr),,kg,0.66,0.62,0.66,0.66,0.68,0.65,0.65,0.64,0.55,0.52
10,Australia,2745,Honey,664,Food supply (kcal/capita/day),,kcal/capita/day,6,5,6,6,6,5,5,5,5,4
10,Australia,2745,Honey,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2745,Honey,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2911,Pulses,5511,Production,,1000 tonnes,2513,2628,2210,2232,2292,2091,3023,4916,3104,1917
10,Australia,2911,Pulses,5611,Import Quantity,,1000 tonnes,15,16,14,16,16,18,17,16,16,17
10,Australia,2911,Pulses,5072,Stock Variation,,1000 tonnes,145,94,-183,-74,-26,-199,12,298,592,-202
10,Australia,2911,Pulses,5911,Export Quantity,,1000 tonnes,1055,1286,1904,1418,1438,1504,2128,3460,1472,1270
10,Australia,2911,Pulses,5301,Domestic supply quantity,,1000 tonnes,1327,1264,504,903,896,804,900,1175,1056,866
10,Australia,2911,Pulses,5521,Feed,,1000 tonnes,960,1070,554,715,687,619,723,911,847,712
10,Australia,2911,Pulses,5527,Seed,,1000 tonnes,93,98,79,83,86,74,81,139,97,56
10,Australia,2911,Pulses,5123,Losses,,1000 tonnes,120,109,105,106,104,92,77,107,75,58
10,Australia,2911,Pulses,5131,Processing,,1000 tonnes,5,2,3,4,3,3,2,2,4,3
10,Australia,2911,Pulses,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2911,Pulses,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2911,Pulses,5170,Residuals,,1000 tonnes,-9,-46,-257,-26,-2,-2,-1,-3,-1,-2
10,Australia,2911,Pulses,5142,Food,,1000 tonnes,159,30,20,22,18,17,18,18,35,38
10,Australia,2911,Pulses,645,Food supply quantity (kg/capita/yr),,kg,7.17,1.34,0.88,0.95,0.76,0.72,0.73,0.75,1.4,1.52
10,Australia,2911,Pulses,664,Food supply (kcal/capita/day),,kcal/capita/day,68,13,8,9,7,7,7,7,13,14
10,Australia,2911,Pulses,674,Protein supply quantity (g/capita/day),,g/capita/day,4.71,0.84,0.53,0.57,0.46,0.44,0.44,0.45,0.89,0.96
10,Australia,2911,Pulses,684,Fat supply quantity (g/capita/day),,g/capita/day,0.37,0.09,0.06,0.07,0.06,0.05,0.05,0.06,0.09,0.09
10,Australia,2546,Beans,5511,Production,,1000 tonnes,65,45,35,32,58,108,117,103,101,73
10,Australia,2546,Beans,5611,Import Quantity,,1000 tonnes,8,9,6,7,8,10,9,9,10,9
10,Australia,2546,Beans,5072,Stock Variation,,1000 tonnes,0,0,0,0,30,0,-30,0,0,47
10,Australia,2546,Beans,5911,Export Quantity,,1000 tonnes,79,96,96,63,32,113,152,108,107,29
10,Australia,2546,Beans,5301,Domestic supply quantity,,1000 tonnes,-5,-43,-55,-24,5,4,4,4,4,7
10,Australia,2546,Beans,5521,Feed,,1000 tonnes,,,,,1,0,0,0,0,3
10,Australia,2546,Beans,5527,Seed,,1000 tonnes,1,1,1,0,1,1,1,1,1,1
10,Australia,2546,Beans,5123,Losses,,1000 tonnes,3,2,2,2,2,2,2,2,2,1
10,Australia,2546,Beans,5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2546,Beans,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2546,Beans,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2546,Beans,5170,Residuals,,1000 tonnes,-9,-46,-57,-26,0,0,0,0,0,0
10,Australia,2546,Beans,5142,Food,,1000 tonnes,0,0,0,0,1,1,1,1,1,2
10,Australia,2546,Beans,645,Food supply quantity (kg/capita/yr),,kg,0,0,0,0,0.04,0.03,0.04,0.03,0.03,0.08
10,Australia,2546,Beans,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,0,1
10,Australia,2546,Beans,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.05
10,Australia,2546,Beans,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2547,Peas,5511,Production,,1000 tonnes,395,343,320,342,342,290,205,415,317,219
10,Australia,2547,Peas,5611,Import Quantity,,1000 tonnes,2,3,3,2,2,2,1,2,2,3
10,Australia,2547,Peas,5072,Stock Variation,,1000 tonnes,24,-21,-11,3,56,-5,-59,3,30,0
10,Australia,2547,Peas,5911,Export Quantity,,1000 tonnes,194,244,207,175,159,160,156,255,113,69
10,Australia,2547,Peas,5301,Domestic supply quantity,,1000 tonnes,179,122,126,167,129,136,108,159,176,152
10,Australia,2547,Peas,5521,Feed,,1000 tonnes,111,64,71,107,70,85,70,90,120,112
10,Australia,2547,Peas,5527,Seed,,1000 tonnes,39,34,32,34,34,29,20,41,32,22
10,Australia,2547,Peas,5123,Losses,,1000 tonnes,19,16,15,16,16,14,10,20,15,10
10,Australia,2547,Peas,5131,Processing,,1000 tonnes,5,2,3,4,3,3,2,2,4,3
10,Australia,2547,Peas,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2547,Peas,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2547,Peas,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2547,Peas,5142,Food,,1000 tonnes,5,5,5,5,5,5,6,6,5,6
10,Australia,2547,Peas,645,Food supply quantity (kg/capita/yr),,kg,0.22,0.22,0.22,0.22,0.23,0.21,0.23,0.23,0.22,0.22
10,Australia,2547,Peas,664,Food supply (kcal/capita/day),,kcal/capita/day,2,2,2,2,2,2,2,2,2,2
10,Australia,2547,Peas,674,Protein supply quantity (g/capita/day),,g/capita/day,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14
10,Australia,2547,Peas,684,Fat supply quantity (g/capita/day),,g/capita/day,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10,Australia,2549,"Pulses, Other and products",5511,Production,,1000 tonnes,2053,2241,1855,1858,1892,1693,2701,4398,2686,1625
10,Australia,2549,"Pulses, Other and products",5611,Import Quantity,,1000 tonnes,4,5,5,6,6,7,6,5,4,5
10,Australia,2549,"Pulses, Other and products",5072,Stock Variation,,1000 tonnes,121,115,-173,-77,-112,-195,100,295,562,-249
10,Australia,2549,"Pulses, Other and products",5911,Export Quantity,,1000 tonnes,783,946,1600,1180,1247,1230,1820,3096,1252,1173
10,Australia,2549,"Pulses, Other and products",5301,Domestic supply quantity,,1000 tonnes,1154,1185,433,760,763,664,788,1012,876,706
10,Australia,2549,"Pulses, Other and products",5521,Feed,,1000 tonnes,849,1006,483,607,616,533,652,821,727,597
10,Australia,2549,"Pulses, Other and products",5527,Seed,,1000 tonnes,53,63,47,48,50,44,59,96,64,34
10,Australia,2549,"Pulses, Other and products",5123,Losses,,1000 tonnes,98,91,88,88,87,77,66,86,58,47
10,Australia,2549,"Pulses, Other and products",5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2549,"Pulses, Other and products",5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2549,"Pulses, Other and products",5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2549,"Pulses, Other and products",5170,Residuals,,1000 tonnes,0,0,-200,0,-2,-2,-1,-3,-1,-2
10,Australia,2549,"Pulses, Other and products",5142,Food,,1000 tonnes,154,25,15,17,12,11,11,12,29,31
10,Australia,2549,"Pulses, Other and products",645,Food supply quantity (kg/capita/yr),,kg,6.95,1.12,0.66,0.73,0.49,0.48,0.46,0.48,1.15,1.22
10,Australia,2549,"Pulses, Other and products",664,Food supply (kcal/capita/day),,kcal/capita/day,66,11,6,7,5,5,4,5,11,12
